workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
735,pedagogical-2,Elephant,6,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact03', 'artifact01', 'artifact04', 'artifact05', 'artifact02'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
735,pedagogical-2,Elephant,6,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact03', 'artifact01', 'artifact04', 'artifact05', 'artifact02'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
735,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
708,pedagogical-2,Dog,3,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
708,pedagogical-2,Dog,3,,,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact01', 'artifact05', 'artifact02', 'artifact03', 'artifact04'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
708,pedagogical-2,Dog,3,,,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact01', 'artifact05', 'artifact02', 'artifact03', 'artifact04'], 'squeaking']",,,,,,,,3,,,tg,object_property,
708,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
708,pedagogical-2,,,dax,name_identification,"['vicket', 'dax', 'blus', 'zobby', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
708,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
708,pedagogical-2,Dog,3,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact01', 'artifact05', 'artifact02', 'artifact03', 'artifact04'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
708,pedagogical-2,Dog,3,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact01', 'artifact05', 'artifact02', 'artifact03', 'artifact04'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
708,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
675,pedagogical-2,Sheep,10,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
675,pedagogical-2,Sheep,10,,,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact05', 'artifact04', 'artifact01', 'artifact03', 'artifact02'], 'squeaking']",,,,,,,,2,,,sb,object_encounter,
675,pedagogical-2,Sheep,10,,,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact05', 'artifact04', 'artifact01', 'artifact03', 'artifact02'], 'squeaking']",,,,,,,,3,,,sb,object_property,
675,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
675,pedagogical-2,,,dax,name_identification,"['vicket', 'yem', 'zobby', 'blus', 'nar', 'dax']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
675,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
675,pedagogical-2,Sheep,10,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact05', 'artifact04', 'artifact01', 'artifact03', 'artifact02'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
675,pedagogical-2,Sheep,10,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact05', 'artifact04', 'artifact01', 'artifact03', 'artifact02'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
675,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
699,pedagogical-4,Elephant,1,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
699,pedagogical-4,Elephant,1,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,2,,,tg,object_encounter,
699,pedagogical-4,Elephant,1,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,3,,,tg,object_property,
699,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
699,pedagogical-4,,,fep,name_identification,"['zobby', 'vicket', 'nar', 'yem', 'blus', 'fep']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
699,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
699,pedagogical-4,Elephant,1,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
699,pedagogical-4,Elephant,1,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
699,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
722,pedagogical-4,Dog,4,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
722,pedagogical-4,Dog,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,2,,,mh,object_encounter,
722,pedagogical-4,Dog,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,3,,,mh,object_property,
722,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
722,pedagogical-4,,,fep,name_identification,"['vicket', 'fep', 'yem', 'nar', 'blus', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
722,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
722,pedagogical-4,Dog,4,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
722,pedagogical-4,Dog,4,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
722,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
710,pedagogical-4,Tiger,10,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
710,pedagogical-4,Tiger,10,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
710,pedagogical-4,Tiger,10,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']",,,,,,,,3,,,sb,object_property,
710,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
710,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'blus', 'yem', 'zobby', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
710,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
710,pedagogical-4,Tiger,10,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
710,pedagogical-4,Tiger,10,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
710,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
732,pedagogical-4,Sheep,4,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
732,pedagogical-4,Sheep,4,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
732,pedagogical-4,Sheep,4,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']",,,,,,,,3,,,tg,object_property,
732,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
732,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'zobby', 'nar', 'yem', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
732,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
732,pedagogical-4,Sheep,4,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
732,pedagogical-4,Sheep,4,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
732,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
674,pedagogical-4,Sheep,7,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
674,pedagogical-4,Sheep,7,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
674,pedagogical-4,Sheep,7,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']",,,,,,,,3,,,sb,object_property,
674,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
674,pedagogical-4,,,fep,name_identification,"['vicket', 'nar', 'yem', 'fep', 'zobby', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
674,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
674,pedagogical-4,Sheep,7,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
674,pedagogical-4,Sheep,7,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
674,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
696,pedagogical-4,Elephant,9,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
696,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
696,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']",,,,,,,,3,,,sb,object_property,
696,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
696,pedagogical-4,,,wug,name_identification,"['nar', 'yem', 'zobby', 'vicket', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
696,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
696,pedagogical-4,Elephant,9,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
696,pedagogical-4,Elephant,9,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
696,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
678,pedagogical-4,Dog,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
678,pedagogical-4,Dog,2,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird06', 'bird01', 'bird09', 'bird08', 'bird02'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
678,pedagogical-4,Dog,2,,,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird06', 'bird01', 'bird09', 'bird08', 'bird02'], 'green feathers']",,,,,,,,3,,,mh,object_property,
678,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
678,pedagogical-4,,,dax,name_identification,"['blus', 'nar', 'dax', 'zobby', 'vicket', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
678,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
678,pedagogical-4,Dog,2,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird06', 'bird01', 'bird09', 'bird08', 'bird02'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
678,pedagogical-4,Dog,2,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['bird', ['bird06', 'bird01', 'bird09', 'bird08', 'bird02'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
678,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
690,pedagogical-4,Sheep,5,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
690,pedagogical-4,Sheep,5,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird08', 'bird06', 'bird01', 'bird02', 'bird09'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
690,pedagogical-4,Sheep,5,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird08', 'bird06', 'bird01', 'bird02', 'bird09'], 'green feathers']",,,,,,,,3,,,sb,object_property,
690,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
690,pedagogical-4,,,fep,name_identification,"['vicket', 'nar', 'yem', 'zobby', 'fep', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
690,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
690,pedagogical-4,Sheep,5,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird08', 'bird06', 'bird01', 'bird02', 'bird09'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
690,pedagogical-4,Sheep,5,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird08', 'bird06', 'bird01', 'bird02', 'bird09'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
690,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
684,pedagogical-4,Bear,3,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
684,pedagogical-4,Bear,3,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact01', 'artifact02', 'artifact04', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,2,,,mh,object_encounter,
684,pedagogical-4,Bear,3,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact01', 'artifact02', 'artifact04', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,3,,,mh,object_property,
684,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
684,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'blus', 'nar', 'yem', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
684,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
684,pedagogical-4,Bear,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact01', 'artifact02', 'artifact04', 'artifact05', 'artifact03'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
684,pedagogical-4,Bear,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact01', 'artifact02', 'artifact04', 'artifact05', 'artifact03'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
684,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
730,pedagogical-4,Elephant,6,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
730,pedagogical-4,Elephant,6,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact04', 'artifact05', 'artifact02', 'artifact01'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
730,pedagogical-4,Elephant,6,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact04', 'artifact05', 'artifact02', 'artifact01'], 'squeaking']",,,,,,,,3,,,tg,object_property,
730,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
730,pedagogical-4,,,wug,name_identification,"['zobby', 'nar', 'vicket', 'yem', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
730,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
730,pedagogical-4,Elephant,6,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact04', 'artifact05', 'artifact02', 'artifact01'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
730,pedagogical-4,Elephant,6,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact04', 'artifact05', 'artifact02', 'artifact01'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
730,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
726,pedagogical-4,Elephant,1,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
726,pedagogical-4,Elephant,1,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower02', 'flower01', 'flower05'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
726,pedagogical-4,Elephant,1,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower02', 'flower01', 'flower05'], 'purple petals']",,,,,,,,3,,,mh,object_property,
726,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
726,pedagogical-4,,,wug,name_identification,"['wug', 'nar', 'zobby', 'vicket', 'blus', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
726,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
726,pedagogical-4,Elephant,1,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower02', 'flower01', 'flower05'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
726,pedagogical-4,Elephant,1,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower03', 'flower04', 'flower02', 'flower01', 'flower05'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
726,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
682,pedagogical-4,Sheep,9,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
682,pedagogical-4,Sheep,9,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
682,pedagogical-4,Sheep,9,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,3,,,mh,object_property,
682,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
